1 x 1   Plan 9 From Outer Space (Mike Nelson Solo)	2006-01-01	  
1 x 2   Night of the Living Dead (Mike Nelson solo)	2006-01-18	  
1 x 3   Road House	2006-07-21	  
1 x 4   The Fifth Element	2006-08-06	  
1 x 5   Star Trek V: The Final Frontier	2006-08-18	  
1 x 6   Cocktail	2006-08-29	  
1 x 7   xXx	2006-09-06	  
1 x 8   Crossroads	2006-09-15	  
1 x 9   X-Men	2006-09-22	  
3 x 183	Choking: To Save a Life	2012-12-07	  
3 x 184	Tic Toc Time Clock	2012-12-11	  
Special	What's Happening	2012-12-21	
3 x 185	Say No to Strangers	2013-01-29	  
3 x 186	Live and Learn	2013-02-05	  
3 x 187	Safety with Animals	2013-02-12	  
3 x 188	Ten Long Minutes	2013-02-28	  
3 x 189	Ghost Rider	2013-03-05	  
3 x 190	The Other Fellow's Feelings	2013-04-10	  
3 x 191	The Day I Died	2013-04-12	  
3 x 192	Story-telling: Can You Tell It In Order?	2013-04-30	  
3 x 193	Maintaining Classroom Discipline	2013-05-15	  
3 x 194	Rescueman	2013-05-17	  
3 x 195	Goodbye, Weeds	2013-06-06	  
3 x 196	When Should Grown-ups Stop Fights?	2013-06-20	  
3 x 197	Batman and Robin: Batman Takes Over	2013-07-16	  
3 x 198	You're The Judge	2013-07-23	  
3 x 199	Batman and Robin: Tunnel of Terror	2013-08-07	  
Special	Kickstarter: Mr. B. Natural	2013-08-31	
Special	Kickstarter: A Trip To The Moon	2013-08-31	
Special	Kickstarter: Norman Krasner	2013-08-31	
3 x 200	Batman and Robin: Robin's Wild Ride	2013-09-13	  
Special	Rifftrax Special: 90s Cyber Thrillers	2013-09-27	
Special	Best of Rifftrax: Villains	2013-09-27	
3 x 201	Batman and Robin: Batman Trapped!	2013-10-18	  
3 x 202	Norman Krasner	2013-11-06	  
3 x 203	Norman Checks In	2013-11-06	  
3 x 204	Welcome Back, Norman	2013-11-06	  
Special	What's Happening: Musical Edition!	2013-12-05	
3 x 205	Batman and Robin: Robin Rescues Batman	2013-12-06	  
3 x 206	Mr. B Natural	2013-12-20	  
3 x 207	A Trip To The Moon	2013-12-20	  
3 x 208	Batman and Robin: Target Robin	2014-01-03	  
3 x 209	Batman and Robin: The Fatal Blast	2014-01-10	  
3 x 210	Safety Woman - In Danger Out of Doors	2014-01-13	  
3 x 211	Batman and Robin: Robin Meets the Wizard!	2014-02-11	  
3 x 212	This Is Hormel	2014-02-28	  
3 x 213	Batman and Robin: The Wizard Strikes Back	2014-03-14	  
3 x 214	Norman Gives a Speech	2014-04-18	  
3 x 215	How To Keep A Job	2014-04-22	  
3 x 216	Health: Your Posture	2014-04-29	  
3 x 217	Writing Better Social Letters	2014-05-09	  
3 x 218	At Your Fingertips: Cylinders	2014-05-19	  
3 x 219	Fashion Horizons	2014-06-02	  
3 x 220	Batman and Robin: Batman's Last Chance	2014-06-09	  
3 x 221	Color It Clean	2014-06-13	  
3 x 222	Batman and Robin: Robin's Ruse	2014-06-24	  
3 x 223	Read On! from Left to Right	2014-06-30	  
3 x 224	Clean and Neat with Harv and Marv	2014-07-07	  
3 x 225	Willy Whistle	2014-07-24	  
3 x 226	Batman and Robin: Robin Rides The Wind	2014-08-12	  
3 x 227	The Flying Saucer Mystery	2014-08-22	  
3 x 229	Batman and Robin: The Wizard's Challenge	2014-09-05	  
3 x 230	Batman and Robin: Batman Vs. The Wizard	2014-09-16	  
3 x 231	Batman and Robin: Batman Victorious	2014-09-19	  
3 x 232	Rediscovery: Puppets	2014-09-26	  
3 x 233	A Case of Spring Fever	2014-10-24	  
3 x 234	Warty, The Toad	2014-11-07	  
3 x 235	At Your Fingertips: Play Clay	2014-11-21	  
3 x 236	Frustrating Fours and Fascinating Fives	2014-12-12	  
3 x 237	Zlateh the Goat	2014-12-23	  
3 x 238	Santa and the Fairy Snow Queen	2014-12-30	  
3 x 239	Duck and Cover	2015-01-03	  
3 x 240	Behave, Bernard!	2015-01-09	  
3 x 241	Getting Angry	2015-01-27	  
3 x 242	Study Skills: Verbal Communication Made Easy	2015-03-11	  
3 x 243	Starting School	2015-03-27	  
3 x 244	With an All-Star Cast	2015-04-17	  
3 x 245	The Myths of Shoplifting	2015-05-19	  
3 x 246	Life In the Suburbs	2015-06-12	  
3 x 247	A Word to the Wives	2015-06-30	  
3 x 248	Animal Antics	2015-07-14	  
3 x 249	The Relaxed Wife	2015-07-23	  
3 x 250	Consuming Women	2015-07-23	  
3 x 251	Naturally a Girl	2015-08-07	  
3 x 252	Cindy Goes to a Party	2015-09-15	  
3 x 253	The Prom It's a Pleasure	2015-09-28	  
3 x 254	Oh, Boy! Babies!	2015-10-09	  
3 x 255	The Snob	2015-10-20	  
3 x 256	Halloween Party	2015-10-27	  
3 x 257	Measuring Man!	2015-11-06	  
3 x 258	Dining Together	2015-11-25	  
3 x 259	A Day of Thanksgiving	2015-11-25	  
3 x 260	Have a Mary Jo Christmas and a Bridget New Year	2015-12-11	  
3 x 261	Marriage is a Partnership	2016-01-08	  
3 x 262	Shapes We Live With	2016-01-15	  
3 x 263	William From Georgia to Harlem	2016-01-26	  
3 x 264	The Litter Monster	2016-01-29	  
3 x 265	Phoebe	2016-03-15	  
3 x 266	The Tiny Astronaut	2016-03-30	  
3 x 267	Social Acceptability	2016-04-12	  
3 x 268	The Value of Teamwork	2016-04-22	  
3 x 269	On Guard - Bunco!	2016-06-07	  
3 x 270	Don't Get Angry	2016-06-24	  
3 x 271	The Magic Shelf	2016-07-06	  
3 x 272	Duties of a Secretary	2016-07-15	  
3 x 273	Girls are Better than Ever	2016-07-29	  
3 x 274	Safety As We Play	2016-08-05	  
3 x 275	Flash That Smile	2016-09-15	  
3 x 276	Nobody Tells Me What to Do!	2016-09-30	  
3 x 277	At Your Fingertips: Sugar and Spice	2016-10-07	  
3 x 278	The Second Annual Bridget and Mary Jo Christmas Special!	2016-12-16	  
3 x 279	Katy	2017-01-04	  
3 x 280	Measure Metric	2017-01-13	  
3 x 281	The Maturing Woman	2017-03-03	  
3 x 282	Busy Bodies	2017-03-29	  
3 x 283	Allen is my Brother	2017-04-28	  
3 x 284	American Look	2017-05-10	  
3 x 285	Truck Song	2017-07-19	 
3 x 286	Soapy the Germ Fighter	2017-07-26	  
3 x 287	Farm Family in Summer	2017-08-30	  
4 x 1   Hor-RIFF-ic: Friday the 13th	2008-11-06	 
4 x 2   Hor-RIFF-ic: Children of the Corn	2008-12-22	 
4 x 3   Hor-RIFF-ic: Sleepaway Camp	2009-11-23	 
4 x 4   Hor-RIFF-ic: My Bloody Valentine (1981)	2009-02-11	 
4 x 5   Hor-RIFF-ic: Friday the 13th Part 2	2009-03-09	 
4 x 6   Hor-RIFF-ic: Stephen King's IT - Part Two	2009-04-03	 
4 x 7   Hor-RIFF-ic: The Monster Squad	2009-05-13	 
4 x 8   Hor-RIFF-ic: Tremors	2012-06-08	  
4 x 9   Hor-RIFF-ic: Friday the 13th Part III	2009-07-29	 
4 x 10	Hor-RIFF-ic: The Stuff	2009-09-11	 
4 x 11	Hor-RIFF-ic: Poltergeist	2009-09-30	 
4 x 12	Hor-RIFF-ic: Halloween III	2009-10-27	  
4 x 13	Hor-RIFF-ic: Gremlins	2010-04-08	 
4 x 14	Hor-RIFF-ic: Friday the 13th Part IV	2010-04-12	 
4 x 15	Hor-RIFF-ic: Frogs	2010-06-14	  
4 x 16	That Guy with the Glasses: Lion King	2008-11-07	 
4 x 17	The One Man Band: Mortal Kombat	2009-03-06	 
4 x 18	Cinester Theater: Stephen King's IT - Part One	2009-04-04	 
4 x 19	Cinester Theater: Stephen King's IT - Part Two	2009-04-04	 
4 x 20	QuipTracks: Lady in the Water	2009-04-08	 
4 x 21	The One Man Band: Hackers	2009-04-20	 
4 x 22	MoleMan Riffs: Wanted	2009-05-02	 
4 x 23	Cinester Theater: Teenage Mutant Ninja Turtles	2009-05-05	 
4 x 24	Cinester Theater: Total Recall	2009-09-12	  
4 x 25	Cinester Theater: The Nightmare Before Christmas	2009-11-05	 
4 x 26	Riff Raff Theater: Speed	2008-07-22	 
4 x 27	Josh Way: Cindy Goes to a Party	2010-05-20	 
4 x 28	Josh Way: Dating Dos and Don'ts	2008-08-04	 
4 x 29	Josh Way: The Fun of Being Thoughtful	2008-08-04	 
4 x 30	ICWXP: Lady Frankenstein	2008-08-04	 
4 x 31	Fun With Flicks: The Wasp Woman	2008-09-30	 
4 x 32	The Atomic Soda Pop Gang: Duck and Cover	2008-09-30	 
4 x 33	Riff Raff Theater: TRON	2008-11-05	 
4 x 34	Insert Coin(s) to Continue: Gamera: Guardian of the Universe	2008-11-06	 
4 x 35	Tom and Jon: The Core	2008-11-05	 
4 x 36	Stargate Atlantis - Rising	2008-11-06	 
4 x 37	Insert Coin(s) to Continue: The Lincoln Project	2008-11-06	 
4 x 38	Ice on Mars: Star Trek Voyager: Caretaker	2008-11-06	  
4 x 39	Ronin Fox Trax: Star Trek The Motion Picture	2008-11-06	 
4 x 40	PS Productions: Star Trek II: The Wrath of Khan	2008-11-06	 
4 x 41	Impostor	2008-11-06	 
4 x 42	Logan Jones: Anaconda	2008-11-06	 
4 x 43	The Movie Asylum: Halloween II	2008-11-06	 
4 x 44	OneWallCinema: Dragnet: Episode 18: The Big Seventeen	2008-11-06	 
4 x 45	Fun With Flicks: Voyage to the Prehistoric Planet	2008-11-06	 
4 x 46	Some Guy Riffs - Dune	2008-11-06	 
4 x 47	Hecklevision: Superman in Japoteurs (1942)	2008-11-06	 
4 x 48	Heckle and Jibe: Superman III	2008-11-06	 
4 x 49	J.C. Walsh: Alone in the Dark	2011-07-08	 
4 x 50	The Turkey Shoot with Scott Zee: Fire! Patty Learns What To Do	2008-11-06	 
4 x 51	Blame Society Productions: Star Wars - A New Hope	2008-11-06	 
4 x 52	Riffer Phoenix: Destroy All Planets	2008-11-06	 
4 x 53	Luke and Joe Present: Bloody Pit of Horror	2008-11-06	 
4 x 54	A Riffer Runs Through It: Boys Beware	2008-11-06	 
4 x 55			 
4 x 56	Fanboy Sci-Fi Theater: King Kong - The Eighth Wonder of the World (2005)	2008-11-06	 
4 x 57	The Back Row: The Relaxed Wife	2008-11-07	 
4 x 58	ERS: Super Mario Brothers	2008-11-07	 
4 x 59	The Celluloid Shinobis: Street Fighter	2008-11-07	 
4 x 60	Riff Vault Presents Build Your Vocabulary	2008-11-07	 
4 x 61	Cartoon Chaos: Grampy in Be Human (SHORT)	2008-11-08	 
4 x 62	Mazes and Monsters...in Riff-O-Rama!	2008-11-08	 
4 x 63	The Turkey Shoot with Scott Zee: Alcohol Is Dynamite	2008-11-09	 
4 x 64	Atomic Treatment: To Enrich Mankind	2008-11-09	 
4 x 65	The Celluloid Shinobis: What About Prejudice?	2008-11-10	 
4 x 66	Speedway Squad: Mission to Mars	2008-11-10	 
4 x 67	Atomic Treatment: Behind the Freedom Curtain	2008-11-10	 
4 x 68	Marital Riffs - "Cooking Terms" Short	2008-11-11	 
4 x 69	Cinemasochists: Super Mario Bros.	2008-11-12	 
4 x 70	Atomic Treatment: Day of Thanksgiving	2008-11-12	 
4 x 71	Cartoon Chaos: Gabby Goes Fishing (Short)	2008-11-13	 
4 x 72	Ghost Stories - Episode 1: Tonight the Spirits Will Be Resurrected! Amanojaku	2008-11-13	 
4 x 73	Two Men and a Movie: Jumper	2008-11-13	 
4 x 74	QuipTracks: The Show! Ep 101 - Escape Into Space	2008-11-13	 
4 x 75	Ice on Mars: Star Trek Voyager: Parallax	2008-11-14	 
4 x 76	The Back Row: Johnny Sokko And His Flying Robot (ep. 1)	2008-11-15	 
4 x 77	Aaron Bossig: Christmas Comes But Once a Year (1936)	2008-11-15	 
4 x 78	Krull: A Vox-O-Rox Quest	2008-11-18	 
4 x 79	The New Matinee Villains vs Hoosiers	2008-11-18	 
4 x 80	Just Andrew: Purely Coincidental	2008-11-19	 
4 x 81	Cinester Theater: The Neverending Story	2008-11-19	 
4 x 82	Journey to Jerusalem - Trials of the long eared Donkey	2008-11-19	 
4 x 83	Dinner Party (an iRiff short in Riff-O-Rama)	2008-11-20	 
4 x 84	What Makes A Good Party (an iRiff short in Riff-O-Rama)	2008-11-20	 
4 x 85	PS Productions: Star Trek - Amok Time	2008-11-21	 
4 x 86	Harass Bastards - Rudy	2008-11-22	 
4 x 87	A Day of Thanksgiving	2008-11-24	 
4 x 88	Star Trek The Corbomite Maneuver	2008-11-24	 
4 x 89	Ice on Mars: Star Trek Voyager: Time and Again	2008-11-25	 
4 x 90	Corvis and J. Freek: Cool as Ice	2008-11-25	 
4 x 91	Riff This: Labyrinth	2008-11-25	 
4 x 92	Aaron Bossig: Joe Santa Claus (1951)	2008-11-25	 
4 x 93	Red Dawn - Track Zero presents	2008-11-26	 
4 x 94	WeRiff presents- Are You Scared?	2008-11-26	 
4 x 95	They Live - Track Zero presents	2008-11-27	 
4 x 96	Demon Knight - Track Zero presents	2008-11-27	 
4 x 97	Just Andrew - The Gossip	2008-11-27	 
4 x 98	The Movie Asylum: Titan AE	2008-11-30	 
4 x 99	Soiled Shortz Presents: Bicycle Clown	2008-12-01	 
4 x 100	The Couch Crew Present Firestorm	2008-12-01	 
4 x 101	Corvis-Grim Riffer-	2008-12-02	 
4 x 102	Animatrix: Final Flight of the Osiris by Revenge of the Sequel	2008-12-02	 
4 x 103	Spiderman Cartoon Parody # 1	2008-12-02	 
4 x 104	Spiderman Cartoon Parody # 2	2008-12-03	 
4 x 105	Mazes and Monsters	2008-12-03	 
4 x 106	Spiderman Cartoon Parody # 3	2008-12-03	 
4 x 107	Spiderman Cartoon Parody # 4	2008-12-03	 
4 x 108	Spiderman Cartoon Parody # 5	2008-12-03	 
4 x 109	Spiderman Cartoon Parody # 6	2008-12-03	 
4 x 110	Spiderman Cartoon Parody # 7	2008-12-03	 
4 x 111	Spiderman Cartoon Parody # 8	2008-12-03	 
4 x 112	Spiderman Cartoon Parody # 9	2008-12-03	 
4 x 113	Spiderman Cartoon Parody # 10	2008-12-03	 
4 x 114	Spiderman Cartoon Parody # 11	2008-12-03	 
4 x 115	Spiderman Cartoon Parody # 12	2008-12-03	 
4 x 116	Spiderman Cartoon Parody # 13	2008-12-03	 
4 x 117	Spiderman Cartoon Parody # 14	2008-12-03	 
4 x 118	Spiderman Cartoon Parody # 15	2008-12-03	 
4 x 119	Spiderman Cartoon Parody # 16	2008-12-03	 
4 x 120	Spiderman Cartoon Parody # 17	2008-12-03	 
4 x 121	The Back Row:Gumby's Gold Rush	2008-12-03	 
4 x 122	Spiderman Cartoon Parody # 18	2008-12-03	 
4 x 123	Spiderman Cartoon Parody # 19	2008-12-03	 
4 x 124	Spiderman Cartoon Parody # 20	2008-12-03	 
4 x 125	How the Grinch Stole Christmas	2008-12-05	 
4 x 126	Atomic Treatment: Angry Boy	2008-12-06	 
4 x 127	Dragnet: A Gun For Christmas	2008-12-06	 
4 x 128	Ronin Fox Trax: Pearl of the Orient	2008-12-07	 
4 x 129	X-files: Ice (Season 1: Disk 2)	2008-12-08	 
4 x 130	Just Andrew - Carnivorous Plants Short	2008-12-10	 
4 x 131	Adventures of Superman 1952	2008-12-11	 
4 x 132	Aaron Bossig: Star Trek: TOS Spock's Brain	2008-12-11	 
4 x 133	Cinester Theater: A Charlie Brown Christmas	2008-12-12	 
4 x 134	8Trax - Doomsday Unrated	2008-12-12	 
4 x 135	The Never Ending Story ah-ah-ahh ah-ah-ahh	2008-12-13	 
4 x 136	Star Trek - Mirror, Mirror	2008-12-13	 
4 x 137	Three Little Kittens	2008-12-13	 
4 x 138	Cinema Riff Bandits Presents: Back to the Future	2008-12-16	 
4 x 139	Pokémon: The Movie 2000	2008-12-16	 
4 x 140	Frosty Returns	2008-12-18	 
4 x 141	BloodRayne	2008-12-18	 
4 x 142	Just Andrew - Your Thrift Habits	2008-12-19	 
4 x 143	Atomic Treatment: Double Feature - Bright Young Newcomer and Hidden Grievance	2008-12-19	 
4 x 144	And Then There Were Four	2008-12-20	 
4 x 145	Santa Claus' Punch and Judy	2008-12-22	 
4 x 146	Play In The Snow	2008-12-22	 
4 x 147			 
4 x 148	Speedway Squad: Enemy Mine	2008-12-25	 
4 x 149	The Chronicles of Narnia the lion the witch and the wardrobe.	2008-12-26	 
4 x 150	Orwellian Nightmare Society Ep. 101 - The Librarian	2008-12-26	 
4 x 151	Masters of the Universe by Corvis and J. Freek	2008-12-30	 
4 x 152	Ronin Fox Trax: The Last Unicorn	2008-12-30	 
4 x 153	Just Andrew - Warning From Space	2009-01-01	 
4 x 154	BEMaven Riffs --- HEMP FOR VICTORY	2009-01-05	 
4 x 155	Donner Riffs Star Trek V: The Final Frontier	2009-01-05	 
4 x 156	Aaron Bossig: The Story of Menstruation (1946)	2009-01-06	 
4 x 157	Just Andrew - Function of Gestures	2009-01-06	 
4 x 158	Resident Evil	2009-01-07	 
4 x 159	Werewolf in a Girls' Dormitory	2009-01-08	 
4 x 160	Cinester Theater: Back To The Future	2009-01-11	 
4 x 161	Filmquips: Planet of the Apes (2001)	2009-01-11	 
4 x 162	The Warriors - Ultimate Director's Cut	2009-01-12	 
4 x 163	Insect Zoo	2009-01-14	 
4 x 164	Just Andrew - Good Table Manners	2009-01-15	 
4 x 165	Big Bunch of Doug Shorts - Don't Touch	2009-01-16	 
4 x 166	Gamera: Attack of Legion	2009-01-17	 
4 x 167	Riff Raff Theater: Die Hard	2009-01-22	 
4 x 168	Just Andrew - Soapy the Germ Fighter	2009-01-23	 
4 x 169			 
4 x 170	Aaron Bossig: Social Courtesy (1951)	2009-01-24	 
4 x 171	QuipTracks: Godzilla (1998)	2009-01-25	 
4 x 172	Cerberiff: Fun of Making Friends	2009-01-26	 
4 x 173	Angry Boy	2009-01-30	 
4 x 174	Maneater Studios:Lord Slug	2009-02-03	 
4 x 175	Mr.B.Natural: Atomic Rulers of the World!	2009-02-03	 
4 x 176	Cinester Theater: Resident Evil - Degeneration	2009-02-05	 
4 x 177	Just Andrew - Bodycare and Grooming	2009-02-05	 
4 x 178	ICWXP: Bloody Pit of Horror w/ short The Talking Car DVD	2009-02-06	 
4 x 179	Terminator: The Sarah Connor Chronicles	2009-02-06	 
4 x 180	QuipTracks: Van Helsing	2009-02-06	 
4 x 181	Orwellian Nightmare Society Ep. 102 - Bacteria: Friend and Foe	2009-02-06	 
4 x 182	Atomic Treatment: The Lost City Part One	2009-02-07	 
4 x 183	America's Favorite Team-Up vs. Radar Men from the Moon - Ep. 1	2009-02-07	 
4 x 184	Fun With Shorts Double Shot: You and Your Work/Bus Nut	2009-02-08	 
4 x 185	The Lost City - Chapter 2 - The Tunnel of Flame	2009-02-08	 
4 x 186	Raven's Riffs - Timeline	2009-02-09	 
4 x 187	OneWallCinema: Enter The Lone Ranger	2009-02-10	 
4 x 188	FilmRoasters: Bail Out		 
4 x 189	Best Friends B-Movie Bonanza presents	2009-02-12	 
4 x 190	FireRiffs Presents: Superman Returns	2009-02-12	 
4 x 191	Good Table Manners	2009-02-12	 
4 x 192	Aggro Pulse - Porco Rosso	2009-02-13	 
4 x 193	Ronin Fox Trax: A Nightmare on Elm Street	2009-02-13	 
4 x 194	Just Andrew - Lost City Chapter 3	2009-02-13	 
4 x 195	Ronin Fox Trax: A Nightmare on Elm Street 2	2009-02-13	 
4 x 196	Raw Deal	2009-02-13	 
4 x 197	Atomic Treatment: Double Feature - Turnabout Man / It Can't Last	2009-02-13	 
4 x 198	Disciples of Golan: Superman IV The Quest For Peace	2009-02-14	 
4 x 199	DMP - How Do You Know It's Love?	2009-02-14	 
4 x 200	Down in Front: Alcohol is Dynamite	2009-02-14	 
4 x 201	Ronin Fox Trax: The Lost City Chapter 4	2009-02-14	 
4 x 202	Upsetting Shorts: The Joy of Living With Fragrance	2009-02-14	 
4 x 203	Matrix Revolutions	2009-02-14	 
4 x 204	The One Man Band: An American Werewolf in Paris	2009-02-14	 
4 x 205	The Gossip	2009-02-14	 
4 x 206	Upsetting Shorts - Soapy the Germ Fighter	2009-02-14	 
4 x 207	KiTMAh Predicts! - The Green Slime	2009-02-14	 
4 x 208	The Golden Compass	2009-02-14	 
4 x 209	Orwellian Nightmare Society Ep. 201 - The Werewolf of Washington VOD	2009-02-14	 
4 x 210	Friday The 13th Part 8: Jason Takes Manhattan	2009-02-15	 
4 x 211	The Core (riffed by alabama)	2009-02-15	 
4 x 212	skullsinthestars vs. Roland Emmerich's Godzilla (1998)	2009-02-15	 
4 x 213	Best Friends B-Movie Bonanza presents	2009-02-15	 
4 x 214	Dawn of the Dead(2004)-Unrated with Director's Introduction	2009-02-15	 
4 x 215	Tom and Jon: The Mummy	2009-02-16	  
4 x 216	Other People's Property	2009-02-16	 
4 x 217	Riff Chick: The Twilight Zone (2002) - The Collection	2009-02-17	 
4 x 218	Just Andrew - Mind Your Manners	2009-02-18	 
4 x 219	Riff Raff Theater - Minority Report	2009-02-20	 
4 x 220	The Lost City, Chapter 5 - Tiger Prey	2009-02-22	 
4 x 221	Ed is shorts: Check the neck	2009-02-24	 
4 x 222	Ronin Fox Trax: He-Man She-Ra A Christmas Special	2009-02-26	 
4 x 223	Backrow: Vidriffz Remix Show	2009-02-26	 
4 x 224	Backrow: As Boys Grow	2009-02-26	 
4 x 225	Aaron Bossig: Jesse James Meets Frankenstein's Daughter (1966)	2009-02-28	 
4 x 226	As Boys Grow	2009-03-01	 
4 x 227	Atomic Treatment: Bookkeeping and You	2009-03-02	 
4 x 228	Upsetting Shorts - Carnivorous Plants	2009-03-02	 
4 x 229	Raven's Riffs-Destruction: Fun or Dumb	2009-03-03	 
4 x 230	Raven's Riffs-Destruction: Duck and Cover	2009-03-03	 
4 x 231	The Day the Earth Stood Still	2009-03-03	 
4 x 232	The Knights Divide	2009-03-06	 
4 x 233	In Our Hands: How to Lose What We Have	2009-03-06	 
4 x 234	Speedway Squad: The Last Starfighter	2009-03-06	 
4 x 235	Lost City Chapter 6: Human Beasts	2009-03-07	 
4 x 236	Thundercats Episode One	2009-03-08	 
4 x 237	Cinester Theater: E.T. - The ExtraTerrestrial	2009-03-08	 
4 x 238	Harass Bastards-Return of the Jedi	2009-03-09	 
4 x 239	He-Man & She-Ra - The Secret Of The Sword		 
4 x 240	Ronin Fox Trax: Masters of the Universe	2009-03-12	 
4 x 241	Lost City Chapter 7	2009-03-12	 
4 x 242	Riff Raff Theater - Lost City Chapter 9	2009-03-15	 
4 x 243	Bram Stoker's Dracula	2009-03-17	 
4 x 244	Just Andrew - Classic Commercials	2009-03-18	 
4 x 245	Aaron Bossig: Care of the Skin (1949)	2009-03-19	 
4 x 246	The Movie Asylum: Lost City Chapter 10	2009-03-22	 
4 x 247	Ice on Mars: Twilight	2009-03-23	 
4 x 248	WiseCrax: Big Trouble In Little China	2009-03-23	 
4 x 249	Raven's Riffs - Twilight	2009-03-24	 
4 x 250	Ice on Mars: Pack of Briefs Volume 1	2009-03-27	 
4 x 251	The Celluloid Shinobi's Present TWILIGHT!	2009-03-27	 
4 x 252	Sharpshooter Productions: How Do You Do	2009-03-29	 
4 x 253	Justice League Of America Pilot	2009-03-31	 
4 x 254	Lost Boys 2: The Tribe	2009-04-04	 
4 x 255	Orwellian Nightmare Society Ep. 103 - Frigidaire Finale 1957 and Park Conscious	2009-04-04	 
4 x 256	Big Bunch of Doug Shorts - Your Junior High Days	2009-04-04	 
4 x 257	Final Archive	2009-04-04	 
4 x 258	Narcotics: Pit of Despair (an iRiff short in Riff-O-Rama)	2009-04-07	 
4 x 259	Harass Bastards-The Lost City: Chapter 8	2009-04-07	 
4 x 260	Aaron Bossig and Michael T. Bradley: Meat: From Range to Market (1955)	2009-04-07	 
4 x 261	No Country for Old Men	2009-04-08	 
4 x 262	Fun With Shorts: The Lost City Chapter 11	2009-04-09	 
4 x 263	Star Wars Ep. 2 - The Brotherhood of the traveling DVDs	2009-04-11	 
4 x 264	DMP - A Surprise For Jean	2009-04-18	 
4 x 265	RiffRoll Productions: Harry Potter and the Goblet of Fire	2009-04-18	 
4 x 266	Top Gun	2009-04-23	 
4 x 267	Orwellian Nightmare Society Ep. 104 - What is Money?	2009-04-26	 
4 x 268	America's Favorite Team-Up vs. I Like Bikes	2009-04-26	 
4 x 269	Just Andrew - Classic Commercials 2	2009-04-28	 
4 x 270	Aggro Pulse - Speed Racer	2009-04-29	 
4 x 271	Speedway Squad: Predator	2009-04-30	 
4 x 272	Answering the Child's Why	2009-05-02	 
4 x 273	The Sixth Sense (1949 short)	2009-05-03	 
4 x 274	Riff Chick: Personality and Emotions	2009-05-04	 
4 x 275	Candyman	2009-05-08	 
4 x 276	Fun With Flicks: Laser Mission	2009-05-08	 
4 x 277	Drawback Productions: The Story of Ricky	2009-05-10	  
4 x 278	Desdemona	2009-05-11	 
4 x 279	Atomic Treatment: Holiday for Bill	2009-05-12	 
4 x 280			 
4 x 281	Team Swizzlebeef: What Makes a Good Party?	2009-05-15	 
4 x 282	The Incredibly Strange Riffers - Wild Guitar (VOD)	2009-05-17	 
4 x 283	Incognito Cinema Warriors XP - Ghost Rider VOD	2009-05-20	 
4 x 284	Just Andrew - Good Loser	2009-05-20	 
4 x 285	Big Bunch of Doug Shorts - Touch of Magic	2009-05-23	 
4 x 286	ART - Beauty and the Beast	2009-05-26	 
4 x 287	Watchalong Presents: Night Of The Lepus	2009-05-28	 
4 x 288	Mr.B.Natural: Cat-Women of the Moon	2009-05-29	 
4 x 289	BrettCo: Death Wish 3	2009-06-02	 
4 x 290	The One Man Band: Doom	2009-06-02	 
4 x 291	Hellsing Ultimate by I See You Studios	2009-06-02	 
4 x 292	Triple Threat Productions Presents - The Fed Today	2009-06-04	 
4 x 293	Introverted Magical Emporium: Make Mine Freedom	2009-06-07	 
4 x 294	RTU Presents: Inside Magoo	2009-06-08	 
4 x 295	CounterClockwise Comedy Roast - Top Gun	2009-06-10	 
4 x 296	AudioAntics Presents - Star Trek Nemesis!	2009-06-15	 
4 x 297	Cinester Theater: Back To The Future, Part 2	2009-06-16	 
4 x 298	DMP - Best Of Both Worlds Part One	2009-06-17	 
4 x 299	Ice on Mars - Star Trek: The Next Generation: Best of Both Worlds Part Two	2009-06-17	 
4 x 300	Ronin Fox Trax: A Nightmare on Elm Street 3	2009-06-22	 
4 x 301	Sleeping Beauty - A Stockton Riffs Production	2009-06-23	 
4 x 302	CounterClockwise Comedy Roast - Jurassic Park	2009-06-24	 
4 x 303	RTU Presents: Linda's Film on Menstruation	2009-06-24	 
4 x 304	Team Swizzlebeef: Better Use of Leisure Time	2009-06-24	 
4 x 305	Cinester Theater: Planet Of Dinosaurs	2009-06-27	 
4 x 306			 
4 x 307	Mobile Suit Gundam Seed Episode 1	2009-06-29	 
4 x 308	Carving Magic	2009-06-29	 
4 x 309	RTU Presents: Safety With Animals	2009-06-30	 
4 x 310	WALL-E	2009-07-01	 
4 x 311	Fun With Flicks: The Incredible Petrified World	2009-07-03	 
4 x 312	Upsetting Shorts: I Like Bikes	2009-07-03	 
4 x 313	Watchalong Presents: Space Camp	2009-07-07	 
4 x 314	Superman and the Mole-men (1951-Directed by Lee Shalom)	2009-07-07	 
4 x 315	RTU Presents: A Date With The Family	2009-07-08	 
4 x 316	PS Productions: Star Trek - First Contact	2009-07-10	 
4 x 317	RTU Presents: Appreciating Our Parents	2009-07-10	 
4 x 318	Mr.B.Natural: THEM!	2009-07-11	  
4 x 319	Starcrash (1978) - Riffed by Garrett Gilchrist	2009-07-12	 
4 x 320	Fireriffs Presents Highlander 2	2009-07-13	 
4 x 321	Just Andrew - Sons of Hercules	2009-07-14	 
4 x 322	TreacheRiffs: Lost In Space (1998)	2009-07-16	 
4 x 323	Film Is Pwn Presents: Mega Shark vs. Giant Octopus	2009-07-18	 
4 x 324	Big Bunch of Doug Shorts - Carpet and BBQ	2009-07-19	 
